,county,state,total_10,total_20,total_one_10,total_one_20,wh_10,wh_20,bl_10,bl_20,na_10,na_20,as_10,as_20,ha_10,ha_20,o_10,o_20,total_change,total_1_change,wh_change,bl_change,na_change,as_change,ha_change,o_change,Abb,county_state,price_change,wh_p_10,wh_p_20,bl_p_10,bl_p_20,na_p_10,na_p_20,as_p_10,as_p_20,ha_p_10,ha_p_20,o_p_10,o_p_20,wh_p_change_20,bl_p_change_20,na_p_change_20,as_p_change_20,ha_p_change_20,o_p_change_20,adj_price_change,county_size_20,median_p
1766,Switzerland County,Indiana,10613.0,9737.0,10530.0,9406.0,10381.0,9298.0,32.0,16.0,18.0,31.0,18.0,24.0,2.0,0.0,79.0,37.0,-8.254028078771318,-10.67426400759734,-10.432520951738754,-50.0,72.22222222222221,33.33333333333333,-100.0,-53.16455696202531,IN,Switzerland_County_IN,21.791620168408244,97.81400169603317,95.49142446338708,0.30151700744370113,0.16432165964876247,0.1696033166870819,0.31837321556947723,0.1696033166870819,0.2464824894731437,0.01884481296523132,0.0,0.7443701121266372,0.3799938379377632,-2.322577232646097,-0.13719534779493867,0.14876989888239533,0.0768791727860618,-0.01884481296523132,-0.36437627418887397,-14.959004311192075,small,115900
1767,Talbot County,Maryland,37782.0,37526.0,37164.0,35287.0,30746.0,28436.0,4829.0,4249.0,65.0,146.0,472.0,538.0,22.0,12.0,1030.0,1906.0,-0.6775713302630882,-5.050586589172317,-7.513172445196123,-12.010768275005177,124.61538461538461,13.983050847457626,-45.45454545454545,85.04854368932038,MD,Talbot_County_MD,17.435131603509415,81.37737546980044,75.77679475563609,12.78121856968927,11.322816180781325,0.17203959557461224,0.38906358258274265,1.2492721401725688,1.4336726536268187,0.05822878619448415,0.0319778287054309,2.726165899105394,5.079145126045941,-5.6005807141643515,-1.4584023889079454,0.21702398700813041,0.1844005134542499,-0.026250957489053248,2.352979226940547,-19.315492876090904,medium,335900
1768,Talladega County,Alabama,82291.0,82149.0,81190.0,79241.0,53739.0,51214.0,26055.0,26439.0,264.0,209.0,339.0,395.0,6.0,27.0,787.0,957.0,-0.1725583599664605,-2.4005419386623967,-4.698635999925567,1.4738054116292458,-20.833333333333336,16.519174041297934,350.0,21.601016518424395,AL,Talladega_County_AL,22.067654884074493,65.3036176495607,62.342816102448,31.66202865440935,32.184201877077015,0.3208127255714477,0.2544157567347138,0.41195270442697257,0.4808336072258944,0.007291198308441992,0.03286710732936494,0.9563621781239746,1.1649563597852681,-2.960801547112709,0.5221732226676643,-0.0663969688367339,0.06888090279892184,0.025575909020922945,0.2085941816612935,-14.682969595525826,medium,132100
1769,Tallapoosa County,Alabama,41616.0,41311.0,41209.0,39912.0,29087.0,28477.0,11083.0,10409.0,121.0,127.0,197.0,222.0,8.0,0.0,713.0,677.0,-0.7328911956939638,-3.1473707199883525,-2.0971568054457315,-6.081385906343048,4.958677685950414,12.690355329949238,-100.0,-5.049088359046284,AL,Tallapoosa_County_AL,33.95113732097727,69.8937908496732,68.93321391396965,26.63158400615148,25.19667885066931,0.29075355632449057,0.3074241727384958,0.4733756247597078,0.5373871365980005,0.01922337562475971,0.0,1.713283352556709,1.6387887003461548,-0.9605769357035427,-1.43490515548217,0.016670616414005246,0.06401151183829273,-0.01922337562475971,-0.07449465221055429,-2.7994871586230516,medium,122500
1770,Tama County,Iowa,17767.0,17135.0,17316.0,16072.0,15373.0,13658.0,60.0,137.0,1327.0,1427.0,46.0,81.0,4.0,2.0,506.0,767.0,-3.557156526143975,-7.184107184107185,-11.15592272165485,128.33333333333334,7.5357950263752835,76.08695652173914,-50.0,51.581027667984195,IA,Tama_County_IA,26.569935252359784,86.52558113356223,79.70819959147943,0.33770473349468116,0.7995331193463671,7.468903022457364,8.327983659177123,0.2589069623459222,0.4727166618033265,0.02251364889964541,0.011672016340822877,2.8479765858051445,4.476218266705573,-6.817381542082799,0.4618283858516859,0.8590806367197592,0.2138096994574043,-0.010841632558822534,1.628241680900429,-10.180689227240535,small,120800
1771,Tangipahoa Parish,Louisiana,121097.0,133157.0,119461.0,125921.0,80206.0,81336.0,36654.0,40039.0,383.0,533.0,741.0,1003.0,46.0,24.0,1431.0,2986.0,9.958958520855182,5.407622571383129,1.4088721542029274,9.235008457467126,39.1644908616188,35.35762483130904,-47.82608695652174,108.66526904262754,LA,Tangipahoa_Parish_LA,16.40928002256541,66.23285465370736,61.08278197916744,30.268297315375275,30.069016274022392,0.3162753825445717,0.400279369466119,0.6119061578734403,0.7532461680572557,0.03798607727689373,0.01802383652380273,1.1816973170268463,2.242465660836456,-5.150072674539921,-0.19928104135288294,0.08400398692154726,0.14134001018381548,-0.019962240753091002,1.0607683438096096,-20.341344457034907,large,180800
1772,Taos County,New Mexico,32937.0,34489.0,31338.0,26901.0,22639.0,19084.0,143.0,173.0,2031.0,2289.0,219.0,210.0,10.0,15.0,6296.0,5130.0,4.71202598900932,-14.158529580700746,-15.702990414770971,20.97902097902098,12.703101920236337,-4.10958904109589,50.0,-18.51969504447268,NM,Taos_County_NM,23.141427665421748,68.7342502352977,55.33358462118356,0.43416218842031756,0.5016092087332192,6.166317515256399,6.6368987213314385,0.6649057291192276,0.6088897909478385,0.030360992197225004,0.0434921279248456,19.115280687372863,14.874307750297197,-13.400665614114132,0.06744702031290167,0.47058120607503984,-0.05601593817138917,0.013131135727620598,-4.240972937075666,-13.60919681417857,medium,279200
1773,Tarrant County,Texas,1809034.0,2110640.0,1754757.0,1814445.0,1205530.0,1044549.0,268983.0,366727.0,11827.0,18690.0,84561.0,129437.0,3184.0,4551.0,180672.0,250491.0,16.67221290478786,3.4014966174803694,-13.353545743365988,36.33835595558084,58.028240466728676,53.069381866345,42.93341708542713,38.64406216790648,TX,Tarrant_County_TX,89.14905768132498,66.63943297914798,49.48968085509608,14.868874769628432,17.375156350680363,0.6537743348107332,0.8855133987795172,4.674373173749084,6.132594852746086,0.17600553665658025,0.2156218019179017,9.987208642844744,11.868011598377743,-17.1497521240519,2.5062815810519314,0.23173906396878396,1.4582216789970026,0.03961626526132145,1.8808029555329995,52.39843320172466,very_large,224700
1774,Tattnall County,Georgia,25520.0,22842.0,25186.0,21798.0,15991.0,14276.0,7465.0,6018.0,87.0,83.0,99.0,127.0,17.0,6.0,1527.0,1288.0,-10.493730407523511,-13.451917732073374,-10.724782690263273,-19.38379102478232,-4.597701149425287,28.28282828282828,-64.70588235294117,-15.651604453176162,GA,Tattnall_County_GA,21.87289467774534,62.66065830721003,62.498905524910256,29.25156739811912,26.346204360388757,0.3409090909090909,0.3633657297959898,0.3879310344827586,0.5559933455914543,0.06661442006269593,0.026267402153926978,5.983542319749216,5.638735662376324,-0.16175278229977152,-2.905363037730364,0.022456638886898916,0.16806231110869568,-0.04034701790876895,-0.3448066573728923,-14.87772980185498,medium,120900
1775,Taylor County,Florida,22570.0,21796.0,22177.0,20887.0,16964.0,16047.0,4669.0,4209.0,180.0,114.0,153.0,225.0,6.0,0.0,205.0,292.0,-3.4293309703145773,-5.816837263831898,-5.4055647253006365,-9.852216748768473,-36.666666666666664,47.05882352941176,-100.0,42.4390243902439,FL,Taylor_County_FL,37.57545271629778,75.16171909614533,73.62360066067168,20.686752326096588,19.31088273077629,0.7975188303057155,0.5230317489447605,0.6778910057598582,1.032299504496238,0.02658396101019052,0.0,0.9082853345148427,1.3396953569462287,-1.538118435473649,-1.3758695953202995,-0.274487081360955,0.3544084987363798,-0.02658396101019052,0.43141002243138593,0.8248282366974635,medium,125900
1776,Taylor County,Kentucky,24512.0,26023.0,24112.0,24860.0,22539.0,22938.0,1216.0,1255.0,31.0,32.0,129.0,246.0,10.0,10.0,187.0,379.0,6.164327676240209,3.102189781021898,1.770264874218022,3.2072368421052633,3.225806451612903,90.69767441860465,0.0,102.67379679144386,KY,Taylor_County_KY,43.02418708954029,91.95088120104438,88.14510240940706,4.960835509138381,4.822656880451908,0.12646866840731072,0.12296814356530762,0.5262728459530026,0.9453176036583022,0.04079634464751958,0.03842754486415863,0.7628916449086162,1.456403950351612,-3.805778791637323,-0.13817862868647257,-0.003500524842003097,0.4190447577052996,-0.0023687997833609503,0.6935123054429958,6.273562609939972,medium,128800
1777,Taylor County,Texas,131506.0,143208.0,127236.0,126033.0,104409.0,99225.0,9699.0,11771.0,892.0,1262.0,2073.0,2924.0,123.0,189.0,10040.0,10662.0,8.898453302510912,-0.9454871262850137,-4.965089216446858,21.363027116197546,41.47982062780269,41.051616015436565,53.65853658536586,6.195219123505976,TX,Taylor_County_TX,47.488968270645074,79.39485650844829,69.28733031674209,7.375328882332364,8.219512876375621,0.678296047328639,0.8812356851572538,1.5763539306191354,2.0417853751187085,0.09353185405989081,0.13197586726998492,7.634632640335802,7.4451147980559735,-10.1075261917062,0.8441839940432567,0.2029396378286148,0.4654314444995731,0.03844401321009411,-0.18951784227982849,10.738343791044755,large,163700
1778,Taylor County,Wisconsin,20689.0,19913.0,20541.0,19321.0,20248.0,18878.0,58.0,67.0,43.0,42.0,56.0,63.0,8.0,5.0,128.0,266.0,-3.750785441538982,-5.939340830534054,-6.766100355590677,15.517241379310345,-2.3255813953488373,12.5,-37.5,107.8125,WI,Taylor_County_WI,26.607764845807502,97.86843250036252,94.8023903982323,0.2803422108366765,0.33646361673278763,0.20783991493063947,0.21091749108622507,0.2706752380492049,0.3163762366293376,0.03866789114988641,0.02510922512931251,0.6186862583981826,1.3358107768794254,-3.0660421021302113,0.05612140589611114,0.0030775761555855985,0.04570099858013271,-0.0135586660205739,0.7171245184812428,-10.142859633792817,small,155500
1779,Tazewell County,Illinois,135394.0,131343.0,133673.0,125211.0,130225.0,121078.0,1374.0,1683.0,365.0,345.0,999.0,1090.0,33.0,51.0,677.0,964.0,-2.992008508501115,-6.330373373830167,-7.023996928393165,22.489082969432314,-5.47945205479452,9.10910910910911,54.54545454545454,42.39290989660266,IL,Tazewell_County_IL,10.109114249037233,96.1822532756252,92.18458539853665,1.0148160184350856,1.281377766611087,0.2695835856832651,0.26267102167606954,0.7378465810892654,0.8298881554403356,0.024373310486432192,0.03882962929124506,0.5000221575549877,0.7339561301325537,-3.9976678770885457,0.2665617481760014,-0.006912564007195587,0.09204157435107019,0.014456318804812868,0.23393397257756599,-26.641510230563085,large,142600
1780,Tazewell County,Virginia,45078.0,40429.0,44651.0,38977.0,42868.0,37528.0,1333.0,967.0,57.0,59.0,289.0,215.0,6.0,15.0,98.0,193.0,-10.313234837392963,-12.707442162549551,-12.45684426611925,-27.45686421605401,3.508771929824561,-25.60553633217993,150.0,96.93877551020408,VA,Tazewell_County_VA,2.8852605681055725,95.09738675185234,92.82445769126122,2.9570965881361198,2.391847436246259,0.126447491015573,0.14593484874718643,0.6411109632193088,0.531796482722798,0.01331026221216558,0.03710208018996265,0.21740094946537114,0.4773800984441861,-2.2729290605911245,-0.5652491518898608,0.01948735773161342,-0.10931448049651082,0.023791817977797072,0.25997914897881497,-33.86536391149475,medium,124500
1781,Tehama County,California,63463.0,65829.0,60761.0,57985.0,51721.0,44926.0,406.0,420.0,1644.0,1881.0,656.0,1027.0,76.0,132.0,6258.0,9599.0,3.7281565636670186,-4.568720067148336,-13.137797026352931,3.4482758620689653,14.416058394160583,56.55487804878049,73.68421052631578,53.38766379034835,CA,Tehama_County_CA,79.95432444378959,81.49788065486977,68.24651749229064,0.6397428422860565,0.638016679578909,2.590485794872603,2.857403272114114,1.033673163890771,1.5601026903036657,0.11975481776783323,0.2005195278676571,9.860863810409215,14.581719303042732,-13.251363162579139,-0.0017261627071475383,0.26691747724151105,0.5264295264128946,0.08076471009982386,4.7208554926335164,43.20369996418927,medium,238500
1782,Teller County,Colorado,23350.0,24710.0,22772.0,22505.0,22008.0,21566.0,110.0,135.0,212.0,182.0,165.0,212.0,21.0,12.0,256.0,398.0,5.824411134903641,-1.1724925346917265,-2.008360596146856,22.727272727272727,-14.150943396226415,28.484848484848484,-42.857142857142854,55.46875,CO,Teller_County_CO,83.2187857961054,94.25267665952892,87.27640631323351,0.47109207708779444,0.546337515176042,0.9079229122055674,0.7365439093484419,0.7066381156316917,0.857952246054229,0.08993576017130621,0.04856333468231485,1.0963597430406853,1.6106839336301093,-6.976270346295408,0.07524543808824757,-0.17137900285712548,0.15131413042253739,-0.04137242548899136,0.514324190589424,46.468161316505075,medium,305700
1783,Terrebonne Parish,Louisiana,111860.0,109580.0,109487.0,102453.0,78591.0,69934.0,21139.0,21253.0,6347.0,6070.0,1140.0,1322.0,58.0,40.0,2212.0,3834.0,-2.0382621133559806,-6.424507019098158,-11.015256199819317,0.5392875727328634,-4.364266582637467,15.964912280701753,-31.03448275862069,73.32730560578662,LA,Terrebonne_Parish_LA,15.007439032278924,70.25835866261399,63.820040153312654,18.897729304487754,19.394962584413214,5.674056856785267,5.5393319948895785,1.0191310566779903,1.206424530023727,0.05185052744502057,0.03650301149844862,1.9774718397997497,3.4988136521263002,-6.438318509301332,0.4972332799254602,-0.13472486189568844,0.18729347334573676,-0.015347515946571952,1.5213418123265505,-21.743185447321395,large,180800
1784,Teton County,Idaho,10170.0,11630.0,10022.0,10761.0,8709.0,9413.0,25.0,25.0,35.0,77.0,48.0,54.0,12.0,0.0,1193.0,1192.0,14.355948869223207,7.373777689084015,8.08359168676082,0.0,120.0,12.5,-100.0,-0.08382229673093043,ID,Teton_County_ID,86.42802934480139,85.63421828908555,80.9372312983663,0.24582104228121926,0.21496130696474636,0.344149459193707,0.6620808254514188,0.471976401179941,0.46431642304385207,0.11799410029498525,0.0,11.730580137659784,10.249355116079107,-4.696986990719253,-0.030859735316472903,0.3179313662577118,-0.00765997813608893,-0.11799410029498525,-1.481225021580677,49.67740486520107,small,349200
1785,Teton County,Wyoming,21294.0,23331.0,20946.0,21179.0,18821.0,19202.0,49.0,55.0,111.0,185.0,235.0,317.0,15.0,5.0,1715.0,1415.0,9.566074950690336,1.112384226105223,2.0243345199511187,12.244897959183673,66.66666666666666,34.8936170212766,-66.66666666666666,-17.49271137026239,WY,Teton_County_WY,84.77783203125,88.38639992486146,82.30251596588231,0.23011176857330704,0.23573785950023576,0.5212735981966752,0.7929364365007929,1.1035972574434112,1.3587072993013587,0.07044237813468582,0.02143071450002143,8.053911900065746,6.064892203506065,-6.083883958979158,0.0056260909269287285,0.27166283830411775,0.2551100418579475,-0.04901166363466439,-1.989019696559681,48.02720755164968,medium,790600
1786,Texas County,Oklahoma,20640.0,21384.0,20060.0,17797.0,15617.0,10136.0,336.0,1025.0,269.0,563.0,325.0,475.0,34.0,0.0,3479.0,5598.0,3.604651162790698,-11.281156530408774,-35.096369341102644,205.05952380952382,109.29368029739777,46.15384615384615,-100.0,60.90830698476574,OK,Texas_County_OK,31.618216372210895,75.66375968992249,47.399925177702954,1.627906976744186,4.793303404414515,1.303294573643411,2.632809577254022,1.574612403100775,2.2212869435091656,0.16472868217054262,0.0,16.855620155038757,26.17845117845118,-28.263834512219532,3.165396427670329,1.329515003610611,0.6466745404083905,-0.16472868217054262,9.322831023412423,-5.132408107389423,medium,131000
1787,Thomas County,Georgia,44720.0,45798.0,44175.0,44064.0,26645.0,26375.0,16497.0,16343.0,196.0,189.0,311.0,424.0,7.0,9.0,519.0,724.0,2.4105545617173525,-0.25127334465195245,-1.0133233252017264,-0.9335030611626357,-3.571428571428571,36.33440514469453,28.57142857142857,39.4990366088632,GA,Thomas_County_GA,19.724014829053953,59.58184257602862,57.58985108520023,36.889534883720934,35.684964408926156,0.43828264758497315,0.4126817764967903,0.695438282647585,0.9258046202890956,0.01565295169946333,0.019651513166513822,1.1605545617173525,1.5808550591728896,-1.99199149082839,-1.204570474794778,-0.025600871088182875,0.2303663376415106,0.003998561467050493,0.4203004974555371,-17.026609650546366,medium,156200
1788,Thomas County,Kansas,7900.0,7930.0,7816.0,7487.0,7509.0,7100.0,49.0,108.0,36.0,48.0,38.0,47.0,6.0,0.0,178.0,184.0,0.37974683544303794,-4.209314227226202,-5.446797176721268,120.40816326530613,33.33333333333333,23.684210526315788,-100.0,3.3707865168539324,KS,Thomas_County_KS,54.49375269280482,95.05063291139241,89.53341740226986,0.620253164556962,1.3619167717528373,0.4556962025316456,0.605296343001261,0.4810126582278481,0.5926860025220682,0.0759493670886076,0.0,2.2531645569620253,2.320302648171501,-5.5172155091225505,0.7416636071958753,0.1496001404696154,0.11167334429422004,-0.0759493670886076,0.06713809120947545,17.7431282132045,small,135300
1789,Thurston County,Washington,252264.0,294793.0,238769.0,260633.0,207856.0,215798.0,6752.0,9403.0,3515.0,4458.0,13037.0,17268.0,1961.0,3347.0,5648.0,10359.0,16.858925570037737,9.156967613048595,3.820914479254869,39.262440758293835,26.827880512091042,32.453785380072105,70.67822539520652,83.41005665722379,WA,Thurston_County_WA,67.85939669317177,82.39621983319061,73.2032307415712,2.676561063013351,3.1896958204570662,1.3933815368027145,1.512247577113432,5.167998604636413,5.857669619020804,0.7773602257951987,1.1353729566170159,2.238924301525386,3.513991173467484,-9.19298909161941,0.5131347574437153,0.11886604031071757,0.6896710143843912,0.35801273082181717,1.275066871942098,31.108772213571456,large,325000
1790,Tift County,Georgia,40118.0,41344.0,39490.0,38926.0,24645.0,23237.0,11618.0,12131.0,85.0,136.0,512.0,651.0,8.0,2.0,2622.0,2769.0,3.055984844708111,-1.4282096733350216,-5.713126394806248,4.415562058874161,60.0,27.1484375,-75.0,5.606407322654462,GA,Tift_County_GA,20.840601378852057,61.431277730694454,56.20404411764706,28.95956927065158,29.341621517027868,0.21187496884191634,0.3289473684210526,1.2762351064360138,1.574593653250774,0.019941173538062715,0.004837461300309598,6.535719627100055,6.6974651702786385,-5.227233613047396,0.3820522463762863,0.11707239957913626,0.29835854681476026,-0.015103712237753118,0.1617455431785837,-15.910023100748262,medium,144600
1791,Tillamook County,Oregon,25250.0,27390.0,24637.0,24773.0,23102.0,22620.0,85.0,79.0,260.0,307.0,227.0,283.0,59.0,85.0,904.0,1399.0,8.475247524752476,0.5520152615984089,-2.086399445935417,-7.0588235294117645,18.076923076923077,24.669603524229075,44.06779661016949,54.756637168141594,OR,Tillamook_County_OR,55.26039616948708,91.49306930693069,82.58488499452355,0.33663366336633666,0.28842643300474624,1.0297029702970297,1.1208470244614823,0.8990099009900989,1.0332238043081416,0.23366336633663365,0.3103322380430814,3.58019801980198,5.1077035414384815,-8.908184312407144,-0.048207230361590414,0.09114405416445259,0.13421390331804273,0.07666887170644776,1.5275055216365017,18.50977168988676,medium,278200
1792,Tioga County,New York,51125.0,48455.0,50550.0,45880.0,49556.0,44557.0,375.0,452.0,86.0,75.0,372.0,379.0,15.0,18.0,146.0,399.0,-5.222493887530563,-9.238377843719089,-10.087577689886189,20.533333333333335,-12.790697674418606,1.881720430107527,20.0,173.2876712328767,NY,Tioga_County_NY,21.04791186266973,96.93105134474328,91.95542255701166,0.7334963325183375,0.9328242699411826,0.16821515892420538,0.15478278815395727,0.7276283618581907,0.7821690228046642,0.0293398533007335,0.037147869156949745,0.2855745721271394,0.8234444329790527,-4.9756287877316225,0.19932793742284516,-0.013432370770248114,0.054540660946473474,0.007808015856216245,0.5378698608519132,-15.70271261693059,medium,132200
1793,Tioga County,Pennsylvania,41981.0,41045.0,41543.0,39309.0,40852.0,38477.0,333.0,343.0,91.0,77.0,183.0,189.0,4.0,7.0,80.0,216.0,-2.2295800481170054,-5.377560599860385,-5.813668853422109,3.003003003003003,-15.384615384615385,3.278688524590164,75.0,170.0,PA,Tioga_County_PA,22.017916077322017,97.31068816845716,93.74345230844196,0.7932159786570115,0.8356681690827141,0.21676472690026438,0.1875989767328542,0.4359114837664658,0.46047021561700574,0.009528119863747886,0.01705445243025947,0.19056239727495772,0.5262516749908637,-3.5672358600152023,0.042452190425702585,-0.029165750167410187,0.024558731850539917,0.007526332566511586,0.33568927771590595,-14.732708402278302,medium,154700
1794,Tippecanoe County,Indiana,172780.0,186251.0,169008.0,169696.0,145190.0,135611.0,6913.0,11252.0,453.0,725.0,10730.0,13657.0,50.0,48.0,5672.0,8403.0,7.796619979164256,0.40708132159424404,-6.597561815552035,62.76580355851294,60.04415011037527,27.27865796831314,-4.0,48.14880112834979,IN,Tippecanoe_County_IN,50.80993002971341,84.03171663386966,72.81088423686316,4.001041787243894,6.041309845316267,0.2621831230466489,0.3892596549817182,6.210209514990161,7.332578080117691,0.028938534552610255,0.025771673709134447,3.282787359648107,4.511653628705349,-11.220832397006504,2.040268058072373,0.1270765319350693,1.1223685651275304,-0.003166860843475807,1.2288662690572418,14.059305550113095,large,162400
1795,Tipton County,Indiana,15936.0,15359.0,15780.0,14817.0,15551.0,14509.0,29.0,46.0,23.0,21.0,65.0,50.0,5.0,2.0,107.0,189.0,-3.6207329317269075,-6.102661596958175,-6.700533727734551,58.620689655172406,-8.695652173913043,-23.076923076923077,-60.0,76.63551401869158,IN,Tipton_County_IN,44.61766156882092,97.58408634538152,94.46578553291229,0.18197791164658636,0.29949866527768737,0.14432730923694778,0.1367276515398138,0.4078815261044177,0.3255420274757471,0.03137550200803213,0.013021681099029885,0.6714357429718876,1.2305488638583242,-3.1183008124692293,0.11752075363110101,-0.007599657697133971,-0.08233949862867057,-0.018353820909002245,0.5591131208864366,7.867037089220602,small,128900
1796,Tipton County,Tennessee,61081.0,60970.0,60077.0,57583.0,47501.0,45400.0,11449.0,10860.0,248.0,223.0,367.0,393.0,52.0,40.0,460.0,667.0,-0.18172590494589153,-4.15133911480267,-4.42306477758363,-5.144554109529217,-10.080645161290322,7.084468664850137,-23.076923076923077,45.0,TN,Tipton_County_TN,37.550744248985104,77.76722712463777,74.46285058225357,18.743962934464072,17.812038707561094,0.4060182380773072,0.3657536493357389,0.6008415055418215,0.6445793012957192,0.08513285637104828,0.06560603575528948,0.7530983448208117,1.0939806462194521,-3.3043765423842046,-0.9319242269029786,-0.0402645887415683,0.04373779575389769,-0.019526820615758805,0.3408823013986404,0.8001197693847857,medium,171500
1797,Titus County,Texas,32334.0,31247.0,31580.0,26265.0,21848.0,16188.0,3091.0,2992.0,354.0,377.0,237.0,278.0,16.0,9.0,6034.0,6421.0,-3.3617863549205174,-16.83027232425586,-25.906261442694984,-3.202846975088968,6.497175141242938,17.29957805907173,-43.75,6.413655949618827,TX,Titus_County_TX,41.49688440803751,67.56974083008598,51.80657343104939,9.559596709346199,9.575319230646143,1.0948227871590277,1.2065158255192499,0.7329745778437557,0.8896854097993407,0.04948351580379787,0.02880276506544628,18.661470897507268,20.549172720581176,-15.76316739903659,0.015722521299943892,0.11169303836022215,0.156710831955585,-0.020680750738351586,1.8877018230739075,4.7462599284371905,medium,123300
1798,Tolland County,Connecticut,152691.0,149788.0,149937.0,140567.0,137125.0,122869.0,5011.0,5450.0,264.0,272.0,5134.0,8465.0,36.0,59.0,2367.0,3452.0,-1.901225350544564,-6.249291369041664,-10.396353691886965,8.760726401915784,3.0303030303030303,64.88118426178418,63.888888888888886,45.83861427967892,CT,Tolland_County_CT,11.252217098261806,89.80555500979102,82.02860042192967,3.2817913302028283,3.638475712340107,0.17289820618111088,0.1815899805057815,3.3623461762644817,5.651320533020002,0.023577028115606028,0.03938900312441584,1.5501895986010963,2.3045904878895502,-7.776954587861354,0.3566843821372787,0.008691774324670637,2.28897435675552,0.01581197500880981,0.754400889288454,-25.498407381338513,large,261600
1799,Tom Green County,Texas,110224.0,120003.0,107093.0,98664.0,90069.0,78548.0,4445.0,4544.0,877.0,1050.0,1118.0,1801.0,100.0,175.0,10484.0,12546.0,8.871933517201336,-7.870729179311439,-12.791304444370427,2.2272215973003373,19.726339794754846,61.09123434704829,75.0,19.668065623807706,TX,Tom_Green_County_TX,62.26390769032425,81.71450863695748,65.45503029090939,4.032697053273334,3.7865720023666074,0.7956524894759762,0.8749781255468613,1.0142981564813471,1.5007958134379975,0.09072434315575555,0.14582968759114356,9.511540136449412,10.454738631534212,-16.259478346048084,-0.24612505090672654,0.07932563607088505,0.48649765695665037,0.05510534443538802,0.9431984950848005,25.513283210723934,large,159900
1800,Tompkins County,New York,101564.0,105740.0,98278.0,97041.0,83941.0,78657.0,4020.0,4597.0,360.0,353.0,8737.0,10532.0,45.0,47.0,1175.0,2855.0,4.11169311960931,-1.258674372697857,-6.294897606652292,14.353233830845772,-1.9444444444444444,20.54480943115486,4.444444444444445,142.97872340425533,NY,Tompkins_County_NY,38.75316964561816,82.64837934701272,74.38717609230187,3.9580953881296526,4.347456024210327,0.3544563034145957,0.3338377151503688,8.602457563703675,9.960279931908454,0.044307037926824465,0.04444864762625307,1.1569059903115277,2.7000189143181386,-8.26120325471085,0.3893606360806747,-0.02061858826422691,1.3578223682047792,0.00014160969942860618,1.5431129240066108,2.002545166017839,large,228500
1801,Tooele County,Utah,58218.0,72698.0,56599.0,66818.0,52804.0,61011.0,406.0,465.0,563.0,726.0,374.0,526.0,220.0,651.0,2232.0,3439.0,24.87203270466179,18.055089312532026,15.542383152791455,14.532019704433496,28.95204262877442,40.64171122994652,195.9090909090909,54.077060931899645,UT,Tooele_County_UT,94.72192989557192,90.70047064481776,83.92390437150952,0.6973788175478375,0.639632452061955,0.9670548627572227,0.9986519574128586,0.6424129994159882,0.7235412253432006,0.37788999965646364,0.8954854328867369,3.8338658146964857,4.73052903793777,-6.776566273308234,-0.05774636548588252,0.03159709465563587,0.08112822592721247,0.5175954332302732,0.8966632232412843,57.9713054159716,medium,245200
1802,Toombs County,Georgia,27223.0,27030.0,26802.0,25660.0,17728.0,16560.0,6767.0,7023.0,74.0,101.0,200.0,209.0,14.0,6.0,2019.0,1761.0,-0.7089593358557102,-4.260876054025819,-6.588447653429603,3.783064873651544,36.486486486486484,4.5,-57.14285714285714,-12.778603268945021,GA,Toombs_County_GA,22.671377131598618,65.12140469455974,61.26526082130965,24.857657128163684,25.982241953385127,0.27182896815193036,0.3736588975212726,0.7346728868971091,0.7732149463559008,0.05142710208279763,0.022197558268590455,7.416522793226315,6.514983351831298,-3.8561438732500903,1.1245848252214437,0.10182992936934226,0.038542059458791744,-0.029229543814207178,-0.9015394413950171,-14.0792473480017,medium,111200
1803,Torrance County,New Mexico,16383.0,15045.0,15676.0,12718.0,12460.0,9801.0,219.0,133.0,383.0,387.0,71.0,54.0,8.0,11.0,2535.0,2332.0,-8.167002380516388,-18.869609594284256,-21.340288924558585,-39.26940639269406,1.0443864229765014,-23.943661971830984,37.5,-8.007889546351086,NM,Torrance_County_NM,17.091974404440666,76.05444668253678,65.1445663010967,1.3367515107123238,0.8840146227982718,2.3377891717023744,2.5722831505483548,0.4333760605505707,0.3589232303090728,0.04883110541414881,0.07311399135925557,15.473356528108406,15.50016616816218,-10.909880381440075,-0.452736887914052,0.23449397884598033,-0.0744528302414979,0.02428288594510676,0.02680964005377362,-19.658650075159652,small,126500
1804,Towns County,Georgia,10471.0,12493.0,10410.0,12023.0,10232.0,11594.0,41.0,128.0,31.0,30.0,44.0,81.0,1.0,3.0,61.0,187.0,19.31047655429281,15.494716618635925,13.311180609851448,212.19512195121953,-3.225806451612903,84.0909090909091,200.0,206.55737704918033,GA,Towns_County_GA,35.67381128356739,97.71750549135709,92.80397022332507,0.3915576353738898,1.0245737613063315,0.29605577308757525,0.24013447530617146,0.42020819405978416,0.6483630833266629,0.009550186228631458,0.024013447530617144,0.5825613599465189,1.4968382294084688,-4.913535268032021,0.6330161259324416,-0.055921297781403784,0.22815488926687877,0.014463261301985686,0.9142768694619499,-1.07681319603293,small,260100
